Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
1314,Caoimhín Kelleher,ie IRL,GK,Brentford,eng Premier League,27.0,1998,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,6,1,0,0,2,0,43,1.26,124,88,68.5,13,9,12,10,29.4,7,4,3,0
1315,Thomas Keller,de GER,DF,Heidenheim,de Bundesliga,26.0,1999,4,3,188,2.1,0,0,0,0,0,0,1,0,0.00,2,0,0.0,0.96,0.00,0.00,,0,0,1,1,0,2,1,0,0,3,0,,,,,,,,,,,,,,
1316,Lloyd Kelly,eng ENG,DF,Juventus,it Serie A,27.0,1998,32,30,2736,30.4,1,1,2,1,0,0,4,0,0.07,16,3,18.8,0.53,0.10,0.06,0.33,0,0,10,31,14,17,4,0,0,38,0,,,,,,,,,,,,,,
1317,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,21.0,2004,28,21,1779,19.8,0,1,1,0,0,0,3,0,0.05,15,2,13.3,0.76,0.10,0.00,0.00,0,0,9,22,18,11,3,0,0,21,0,,,,,,,,,,,,,,
1318,Marc-Oliver Kempf,de GER,DF,Como,it Serie A,31.0,1995,31,24,2065,22.9,4,0,4,4,0,0,3,0,0.17,18,6,33.3,0.78,0.26,0.22,0.67,0,0,0,8,11,17,3,0,0,25,0,,,,,,,,,,,,,,
1319,Luca Kerber,de GER,MF,Heidenheim,de Bundesliga,24.0,2002,17,8,674,7.5,2,0,2,2,0,0,3,0,0.27,9,3,33.3,1.20,0.40,0.22,0.67,0,0,4,11,3,5,3,0,0,12,0,,,,,,,,,,,,,,
1320,Milos Kerkez,hu HUN,DF,Liverpool,eng Premier League,22.0,2003,31,25,2069,23.0,2,1,3,2,0,0,4,0,0.13,8,2,25.0,0.35,0.09,0.25,1.00,0,0,76,26,13,23,4,0,0,20,0,,,,,,,,,,,,,,
1321,Kevin,br BRA,MF,Fulham,eng Premier League,23.0,2003,23,8,908,10.1,1,1,2,1,0,0,1,0,0.20,22,9,40.9,2.18,0.89,0.05,0.11,0,0,40,8,9,15,1,0,0,12,0,,,,,,,,,,,,,,
1322,Reda Khadra,de GER,FW,Le Havre,fr Ligue 1,24.0,2001,8,1,229,2.5,0,0,0,0,0,0,0,0,0.00,6,3,50.0,2.36,1.18,0.00,0.00,0,0,20,4,0,1,0,0,0,4,0,,,,,,,,,,,,,,
1323,Bilal El Khannouss,ma MAR,"MF,FW",Stuttgart,de Bundesliga,21.0,2004,24,19,1617,18.0,4,5,9,4,0,0,6,0,0.50,42,15,35.7,2.34,0.83,0.10,0.27,0,0,65,21,10,9,6,0,0,18,0,,,,,,,,,,,,,,
1324,Rani Khedira,tn TUN,MF,Union Berlin,de Bundesliga,32.0,1994,31,31,2740,30.4,5,1,6,5,0,0,7,0,0.20,23,10,43.5,0.76,0.33,0.22,0.50,0,0,25,35,37,18,7,0,0,48,0,,,,,,,,,,,,,,
1325,Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,22.0,2004,19,13,1252,13.9,0,0,0,0,0,0,2,0,0.00,5,1,20.0,0.36,0.07,0.00,0.00,0,0,2,19,26,6,2,0,0,12,0,,,,,,,,,,,,,,
1326,Cassiano Kiala,de GER,DF,Bayern Munich,de Bundesliga,17.0,2009,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1327,Kialonda,ao ANG,DF,Lecce,it Serie A,28.0,1997,22,21,1828,20.3,0,0,0,0,0,0,6,1,0.00,9,1,11.1,0.44,0.05,0.00,0.00,0,0,1,9,19,22,6,1,0,12,0,,,,,,,,,,,,,,
1328,Kiké,es ESP,FW,Espanyol,es La Liga,36.0,1989,33,16,1632,18.1,6,1,7,5,1,2,3,0,0.33,57,25,43.9,3.14,1.38,0.09,0.20,1,2,16,8,3,42,3,0,0,30,0,,,,,,,,,,,,,,
1329,Semih Kılıçsoy,tr TUR,FW,Cagliari,it Serie A,20.0,2005,22,11,975,10.8,4,0,4,4,0,0,1,0,0.37,17,8,47.1,1.57,0.74,0.24,0.50,0,0,1,4,1,15,1,0,0,14,0,,,,,,,,,,,,,,
1330,Max Kilman,eng ENG,DF,West Ham United,eng Premier League,28.0,1997,21,17,1561,17.3,0,0,0,0,0,0,4,0,0.00,7,1,14.3,0.40,0.06,0.00,0.00,0,0,2,8,6,2,4,0,0,16,0,,,,,,,,,,,,,,
1331,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,31.0,1995,27,22,2100,23.3,2,6,8,2,0,0,4,0,0.34,27,10,37.0,1.16,0.43,0.07,0.20,0,0,119,22,21,20,4,0,0,7,0,,,,,,,,,,,,,,
1332,Joshua King,eng ENG,MF,Fulham,eng Premier League,19.0,2007,29,15,1250,13.9,1,2,3,1,0,0,3,0,0.22,24,10,41.7,1.73,0.72,0.04,0.10,0,0,11,11,3,27,3,0,0,11,0,,,,,,,,,,,,,,
1333,Antonín Kinský,cz CZE,GK,Tottenham Hotspur,eng Premier League,23.0,2003,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,4,1.00,8,4,50.0,2,1,1,1,25.0,0,0,0,0
1334,Carl Klaus,de GER,GK,Union Berlin,de Bundesliga,32.0,1994,2,1,150,1.7,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,3,1.80,9,6,66.7,0,1,0,0,0.0,0,0,0,0
1335,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,30.0,1995,2,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
1336,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,29.0,1996,5,1,95,1.1,0,1,1,0,0,0,0,0,0.95,2,1,50.0,1.89,0.95,0.00,0.00,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
1337,Justin Kluivert,nl NED,MF,Bournemouth,eng Premier League,27.0,1999,18,10,919,10.2,2,0,2,2,0,0,4,0,0.20,16,4,25.0,1.57,0.39,0.13,0.50,0,0,40,7,4,9,4,0,0,15,0,,,,,,,,,,,,,,
1338,Ruben Kluivert,nl NED,DF,Lyon,fr Ligue 1,24.0,2001,15,8,727,8.1,1,2,3,1,0,0,4,0,0.37,1,1,100.0,0.12,0.12,1.00,1.00,0,0,1,9,8,3,4,0,0,10,0,,,,,,,,,,,,,,
1339,Ansgar Knauff,de GER,"MF,FW",Eintracht Frankfurt,de Bundesliga,24.0,2002,27,12,1252,13.9,4,1,5,4,0,0,3,0,0.36,33,14,42.4,2.37,1.01,0.12,0.29,0,0,37,10,9,12,3,0,0,25,0,,,,,,,,,,,,,,
1340,Joe Knight,eng ENG,MF,Brighton,eng Premier League,20.0,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1341,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,28.0,1997,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,5,3,0,0,0,0,34,1.03,114,85,74.6,21,7,5,14,42.4,5,5,0,0
1342,Robin Koch,de GER,DF,Eintracht Frankfurt,de Bundesliga,29.0,1996,31,31,2743,30.5,3,1,4,3,0,0,3,1,0.13,14,5,35.7,0.46,0.16,0.21,0.60,0,0,2,26,46,12,3,1,1,29,0,,,,,,,,,,,,,,
1343,Christian Kofane,cm CMR,FW,Leverkusen,de Bundesliga,19.0,2006,28,11,1162,12.9,5,3,8,5,0,0,3,0,0.62,45,19,42.2,3.49,1.47,0.11,0.26,0,0,0,7,2,14,3,0,0,28,0,,,,,,,,,,,,,,
1344,Hervé Koffi,bf BFA,GK,Angers,fr Ligue 1,29.0,1996,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,11,1,0,0,1,0,35,1.25,145,113,77.2,9,7,12,10,35.7,5,2,2,1
1345,Enzo Koffi Vinette,fr FRA,DF,Le Havre,fr Ligue 1,20.0,2006,12,3,329,3.7,0,0,0,0,0,0,1,0,0.00,4,2,50.0,1.09,0.55,0.00,0.00,0,0,21,10,9,8,1,0,0,10,0,,,,,,,,,,,,,,
1346,Derrick Köhn,gh GHA,"MF,DF",Union Berlin,de Bundesliga,27.0,1999,28,21,1868,20.8,1,2,3,0,1,1,4,1,0.10,28,5,17.9,1.35,0.24,0.00,0.00,1,1,113,22,8,15,4,1,0,32,0,,,,,,,,,,,,,,
1347,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,28.0,1998,19,17,1621,18.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,3,1,0,0,0,0,27,1.50,73,48,65.8,9,4,4,5,29.4,2,2,0,0
1348,Dominik Kohr,de GER,DF,Mainz 05,de Bundesliga,32.0,1994,27,26,2158,24.0,2,0,2,2,0,0,11,2,0.08,13,3,23.1,0.54,0.13,0.15,0.67,0,0,14,32,40,42,11,2,1,39,0,,,,,,,,,,,,,,
1349,Koke,es ESP,MF,Atlético Madrid,es La Liga,34.0,1992,30,20,1859,20.7,2,2,4,2,0,0,5,0,0.19,11,4,36.4,0.53,0.19,0.18,0.50,0,0,29,29,18,16,5,0,0,19,0,,,,,,,,,,,,,,
1350,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,32.0,1993,17,14,1119,12.4,0,0,0,0,0,0,3,0,0.00,3,0,0.0,0.24,0.00,0.00,,0,0,3,18,10,10,3,0,0,19,0,,,,,,,,,,,,,,
1351,Luca Koleosho,it ITA,MF,Paris FC,fr Ligue 1,21.0,2004,14,2,441,4.9,3,0,3,3,0,0,0,0,0.61,14,10,71.4,2.86,2.04,0.21,0.30,0,0,14,11,3,3,0,0,0,9,0,,,,,,,,,,,,,,
1352,Luca Koleosho,it ITA,MF,Espanyol,es La Liga,21.0,2004,3,0,63,0.7,0,0,0,0,0,0,0,0,0.00,1,0,0.0,1.43,0.00,0.00,,0,0,5,1,1,0,0,0,0,3,0,,,,,,,,,,,,,,
1353,Adam Kölle,de GER,DF,Heidenheim,de Bundesliga,20.0,2006,6,0,93,1.0,1,0,1,1,0,0,1,0,0.97,2,1,50.0,1.94,0.97,0.50,1.00,0,0,1,1,1,1,1,0,0,5,0,,,,,,,,,,,,,,
1354,Randal Kolo Muani,fr FRA,"FW,MF",Tottenham Hotspur,eng Premier League,27.0,1998,27,19,1488,16.5,1,1,2,1,0,0,3,0,0.12,19,4,21.1,1.15,0.24,0.05,0.25,0,0,13,15,2,17,3,0,0,38,0,,,,,,,,,,,,,,
1355,Timothée Kolodziejczak,fr FRA,DF,Paris FC,fr Ligue 1,34.0,1991,11,7,662,7.4,0,0,0,0,0,0,2,0,0.00,1,1,100.0,0.14,0.14,0.00,0.00,0,0,0,6,7,1,2,0,0,8,0,,,,,,,,,,,,,,
1356,Mert Kömür,de GER,"MF,FW",Augsburg,de Bundesliga,20.0,2005,26,15,1332,14.8,2,3,5,2,0,0,1,0,0.34,37,13,35.1,2.50,0.88,0.05,0.15,0,0,56,12,7,17,1,0,0,24,0,,,,,,,,,,,,,,
1357,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,26.0,1999,33,33,2836,31.5,1,0,1,1,0,0,6,0,0.03,10,3,30.0,0.32,0.10,0.10,0.33,0,0,3,30,27,38,6,0,0,31,0,,,,,,,,,,,,,,
1358,Samba Konaté,fr FRA,FW,RB Leipzig,de Bundesliga,17.0,2009,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,1,0,0.0,22.50,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1359,Geoffrey Kondogbia,cf CTA,"MF,DF",Marseille,fr Ligue 1,33.0,1993,10,9,587,6.5,0,0,0,0,0,0,3,0,0.00,4,1,25.0,0.61,0.15,0.00,0.00,0,0,1,9,11,8,3,0,0,12,0,,,,,,,,,,,,,,
1360,Ismaël Koné,ca CAN,MF,Sassuolo,it Serie A,23.0,2002,33,31,2602,28.9,6,0,6,6,0,0,5,1,0.21,20,10,50.0,0.69,0.35,0.30,0.60,0,0,5,16,12,50,5,1,1,25,0,,,,,,,,,,,,,,
1361,Manu Koné,fr FRA,MF,Roma,it Serie A,24.0,2001,27,27,2363,26.3,2,3,5,2,0,0,2,0,0.19,21,5,23.8,0.80,0.19,0.10,0.40,0,0,1,27,19,51,2,0,0,44,0,,,,,,,,,,,,,,
1362,Ransford Königsdörffer,gh GHA,"FW,MF",Hamburger SV,de Bundesliga,24.0,2001,32,28,2239,24.9,5,1,6,5,0,1,2,0,0.24,63,22,34.9,2.53,0.88,0.08,0.23,0,1,20,4,6,32,2,0,0,25,0,,,,,,,,,,,,,,
1363,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,28.0,1997,32,32,2855,31.7,0,0,0,0,0,0,0,1,0.00,11,2,18.2,0.35,0.06,0.00,0.00,0,0,5,7,22,35,0,1,0,11,0,,,,,,,,,,,,,,
1364,Teun Koopmeiners,nl NED,"DF,MF",Juventus,it Serie A,28.0,1998,30,16,1671,18.6,0,0,0,0,0,0,5,0,0.00,28,7,25.0,1.51,0.38,0.00,0.00,0,0,41,11,18,9,5,0,0,28,0,,,,,,,,,,,,,,
1365,Ville Koski,fi FIN,DF,Alavés,es La Liga,24.0,2002,2,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,
1366,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,25.0,2001,18,10,973,10.8,1,0,1,1,0,0,1,0,0.09,5,1,20.0,0.46,0.09,0.20,1.00,0,0,2,14,10,3,1,0,0,16,0,,,,,,,,,,,,,,
1367,Filip Kostić,rs SRB,MF,Juventus,it Serie A,33.0,1992,18,4,479,5.3,3,1,4,3,0,0,1,0,0.75,9,4,44.4,1.69,0.75,0.33,0.75,0,0,49,10,4,5,1,0,0,8,0,,,,,,,,,,,,,,
1368,Charalampos Kostoulas,gr GRE,FW,Brighton,eng Premier League,18.0,2007,18,2,325,3.6,2,1,3,2,0,0,2,0,0.83,17,7,41.2,4.71,1.94,0.12,0.29,0,0,5,6,1,7,2,0,0,7,0,,,,,,,,,,,,,,
1369,Eddy Kouadio,ci CIV,DF,Fiorentina,it Serie A,19.0,2006,3,0,72,0.8,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,3,0,1,0,0,0,1,0,,,,,,,,,,,,,,
1370,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,28.0,1997,2,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,
1371,Koffi Kouao,ci CIV,"DF,MF",Metz,fr Ligue 1,27.0,1998,26,26,2201,24.5,2,1,3,2,0,0,10,0,0.12,23,10,43.5,0.94,0.41,0.09,0.20,0,0,57,45,28,33,10,0,0,32,1,,,,,,,,,,,,,,
1372,Arsène Kouassi,bf BFA,MF,Lorient,fr Ligue 1,21.0,2004,29,28,2425,26.9,2,5,7,2,0,0,4,0,0.26,7,4,57.1,0.26,0.15,0.29,0.50,0,0,111,18,21,50,4,0,0,13,0,,,,,,,,,,,,,,
1373,Christ-Owen Kouassi,fr FRA,DF,Lecce,it Serie A,23.0,2003,4,3,228,2.5,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,2,6,1,3,0,0,0,1,0,,,,,,,,,,,,,,
1374,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,22.0,2003,27,25,2302,25.6,3,1,4,3,0,0,5,0,0.16,24,11,45.8,0.94,0.43,0.13,0.27,0,0,19,23,33,12,5,0,0,26,1,,,,,,,,,,,,,,
1375,Seny Koumbassa,fr FRA,DF,Toulouse,fr Ligue 1,18.0,2007,8,4,443,4.9,1,0,1,1,0,0,0,0,0.20,3,1,33.3,0.61,0.20,0.33,1.00,0,0,0,6,4,0,0,0,0,1,0,,,,,,,,,,,,,,
1376,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,27.0,1998,28,22,2081,23.1,1,3,4,1,0,0,5,0,0.17,13,3,23.1,0.56,0.13,0.08,0.33,0,0,35,24,28,22,5,0,0,22,0,,,,,,,,,,,,,,
1377,Lancinet Kourouma,gn GUI,FW,Girona,es La Liga,22.0,2004,5,0,43,0.5,0,0,0,0,0,0,0,1,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,1,0,1,0,2,0,,,,,,,,,,,,,,
1378,Hamza Koutoune,ma MAR,DF,Nice,fr Ligue 1,19.0,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1379,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,32.0,1994,3,0,31,0.3,0,1,1,0,0,0,0,0,2.90,1,0,0.0,2.90,0.00,0.00,,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,
1380,Goduine Koyalipou,cf CTA,FW,Angers,fr Ligue 1,26.0,2000,11,6,551,6.1,1,0,1,0,1,1,0,0,0.00,16,6,37.5,2.61,0.98,0.00,0.00,1,1,2,2,1,4,0,0,0,4,0,,,,,,,,,,,,,,
1381,Goduine Koyalipou,cf CTA,FW,Levante,es La Liga,26.0,2000,11,2,247,2.7,1,0,1,1,0,0,1,0,0.36,10,4,40.0,3.64,1.46,0.10,0.25,0,0,1,3,1,1,1,0,0,2,0,,,,,,,,,,,,,,
1382,Emil Krafth,se SWE,DF,Newcastle United,eng Premier League,31.0,1994,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
1383,Alex Král,cz CZE,MF,Union Berlin,de Bundesliga,27.0,1998,20,2,459,5.1,0,0,0,0,0,0,1,0,0.00,7,3,42.9,1.37,0.59,0.00,0.00,0,0,13,5,2,11,1,0,0,4,0,,,,,,,,,,,,,,
1384,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,34.0,1991,32,24,2065,22.9,14,5,19,9,5,5,2,0,0.61,61,31,50.8,2.66,1.35,0.15,0.29,5,5,79,4,6,14,2,0,0,5,0,,,,,,,,,,,,,,
1385,Vladyslav Krapyvtsov,ua UKR,GK,Girona,es La Liga,20.0,2005,2,1,136,1.5,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,6,3.97,9,4,44.4,0,0,1,0,0.0,1,1,0,0
1386,Jean-Philippe Krasso,ci CIV,FW,Paris FC,fr Ligue 1,28.0,1997,25,12,1092,12.1,2,2,4,1,1,1,0,0,0.25,27,10,37.0,2.23,0.82,0.04,0.10,1,1,4,8,1,19,0,0,0,20,0,,,,,,,,,,,,,,
1387,Tom Krauß,de GER,"MF,DF",Köln,de Bundesliga,24.0,2001,25,18,1723,19.1,0,1,1,0,0,0,4,0,0.05,9,2,22.2,0.47,0.10,0.00,0.00,0,0,13,42,26,21,4,0,0,22,0,,,,,,,,,,,,,,
1388,Ladislav Krejčí,cz CZE,"DF,MF",Wolves,eng Premier League,27.0,1999,26,25,2201,24.5,2,1,3,2,0,0,5,1,0.12,19,10,52.6,0.78,0.41,0.11,0.20,0,0,13,16,30,7,5,1,1,32,1,,,,,,,,,,,,,,
1389,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,27.0,1999,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,1,0,0.0,0.50,0.00,0.00,,0,0,0,0,1,0,1,0,0,2,0,,,,,,,,,,,,,,
1390,Rasmus Kristensen,dk DEN,"DF,MF",Eintracht Frankfurt,de Bundesliga,28.0,1997,21,18,1459,16.2,2,0,2,2,0,0,6,1,0.12,15,6,40.0,0.93,0.37,0.13,0.33,0,0,33,33,19,10,6,1,1,24,0,,,,,,,,,,,,,,
1391,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,24.0,2002,25,25,2234,24.8,3,0,3,3,0,0,4,0,0.12,11,6,54.5,0.44,0.24,0.27,0.50,0,0,4,15,25,7,4,0,0,23,0,,,,,,,,,,,,,,
1392,Nikola Krstović,me MNE,FW,Atalanta,it Serie A,26.0,2000,31,16,1611,17.9,10,4,14,10,0,0,3,0,0.78,93,32,34.4,5.20,1.79,0.11,0.31,0,0,5,10,3,26,3,0,0,37,0,,,,,,,,,,,,,,
1393,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,33.0,1992,21,18,1489,16.5,2,1,3,2,0,0,2,0,0.18,18,4,22.2,1.09,0.24,0.11,0.50,0,0,26,23,27,10,2,0,0,17,0,,,,,,,,,,,,,,
1394,Takefusa Kubo,jp JPN,MF,Real Sociedad,es La Liga,24.0,2001,22,15,1394,15.5,2,4,6,2,0,0,2,0,0.39,27,12,44.4,1.74,0.77,0.07,0.17,0,0,35,17,8,48,2,0,0,7,0,,,,,,,,,,,,,,
1395,Mohammed Kudus,gh GHA,"MF,FW",Tottenham Hotspur,eng Premier League,25.0,2000,19,19,1535,17.1,2,5,7,2,0,0,3,0,0.41,26,9,34.6,1.52,0.53,0.08,0.22,0,0,122,17,3,15,3,0,0,23,0,,,,,,,,,,,,,,
1396,Nicolas-Gerrit Kühn,de GER,MF,Como,it Serie A,26.0,2000,23,6,665,7.4,1,1,2,1,0,0,0,0,0.27,8,3,37.5,1.08,0.41,0.13,0.33,0,0,14,6,5,2,0,0,0,6,0,,,,,,,,,,,,,,
1397,Sandro Kulenović,hr CRO,FW,Torino,it Serie A,26.0,1999,12,3,294,3.3,0,1,1,0,0,0,2,0,0.31,5,2,40.0,1.53,0.61,0.00,0.00,0,0,1,2,1,4,2,0,0,11,0,,,,,,,,,,,,,,
1398,Sael Kumbedi,fr FRA,"DF,MF",Wolfsburg,de Bundesliga,21.0,2005,22,18,1625,18.1,0,5,5,0,0,0,2,0,0.28,4,0,0.0,0.22,0.00,0.00,,0,0,34,29,13,16,2,0,0,19,0,,,,,,,,,,,,,,
1399,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,21.0,2005,1,1,65,0.7,0,0,0,0,0,0,1,0,0.00,1,0,0.0,1.38,0.00,0.00,,0,0,1,0,1,2,1,0,0,4,0,,,,,,,,,,,,,,
1400,Marash Kumbulla,al ALB,DF,Mallorca,es La Liga,26.0,2000,8,5,439,4.9,0,0,0,0,0,0,1,0,0.00,3,0,0.0,0.62,0.00,0.00,,0,0,2,2,2,5,1,0,0,2,0,,,,,,,,,,,,,,
1401,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,de Bundesliga,18.0,2007,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
1402,Jonah Kusi-Asare,se SWE,FW,Fulham,eng Premier League,18.0,2007,6,0,47,0.5,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,1,0,0,4,0,,,,,,,,,,,,,,
1403,Khvicha Kvaratskhelia,ge GEO,FW,Paris Saint-Germain,fr Ligue 1,25.0,2001,25,16,1321,14.7,7,4,11,6,1,1,1,0,0.68,63,28,44.4,4.29,1.91,0.10,0.21,1,1,41,13,8,25,1,0,0,17,0,,,,,,,,,,,,,,
1404,Giorgi Kvilitaia,ge GEO,FW,Metz,fr Ligue 1,32.0,1993,8,3,342,3.8,2,0,2,2,0,0,1,0,0.53,8,6,75.0,2.11,1.58,0.25,0.33,0,0,0,4,0,4,1,0,0,9,0,,,,,,,,,,,,,,
1405,Godson Kyeremeh,fr FRA,FW,Le Havre,fr Ligue 1,25.0,2000,13,3,381,4.2,1,1,2,1,0,0,0,0,0.47,6,2,33.3,1.42,0.47,0.17,0.50,0,0,15,6,0,19,0,0,0,9,0,,,,,,,,,,,,,,
1406,Adrián de la Fuente,es ESP,DF,Levante,es La Liga,27.0,1999,30,27,2441,27.1,2,1,3,1,1,2,5,0,0.07,34,7,20.6,1.25,0.26,0.03,0.14,1,2,37,16,45,23,5,0,0,31,1,,,,,,,,,,,,,,
1407,Rémy Labeau Lascary,gp GLP,"MF,FW",Brest,fr Ligue 1,23.0,2003,24,12,1122,12.5,5,1,6,5,0,0,2,0,0.48,29,14,48.3,2.33,1.12,0.17,0.36,0,0,11,10,4,16,2,0,0,27,0,,,,,,,,,,,,,,
1408,Shea Lacey,eng ENG,FW,Manchester Utd,eng Premier League,19.0,2007,2,0,14,0.2,0,0,0,0,0,0,0,0,0.00,3,1,33.3,19.29,6.43,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1409,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,26.0,2000,32,32,2845,31.6,1,2,3,1,0,0,4,1,0.09,23,6,26.1,0.73,0.19,0.04,0.17,0,0,5,36,42,18,4,1,0,33,0,,,,,,,,,,,,,,
1410,Emmanuel Lago,ci CIV,FW,Marseille,fr Ligue 1,21.0,2004,1,0,45,0.5,0,0,0,0,0,0,1,0,0.00,2,2,100.0,4.00,4.00,0.00,0.00,0,0,1,3,0,1,1,0,0,2,0,,,,,,,,,,,,,,
1411,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,22.0,2004,8,7,578,6.4,0,0,0,0,0,0,4,0,0.00,0,0,,0.00,0.00,,,0,0,0,7,4,9,4,0,0,16,0,,,,,,,,,,,,,,
1412,Mayckel Lahdo,se SWE,"FW,MF",Nantes,fr Ligue 1,23.0,2002,8,5,415,4.6,1,1,2,1,0,0,0,0,0.43,3,1,33.3,0.65,0.22,0.33,1.00,0,0,1,2,0,6,0,0,0,5,0,,,,,,,,,,,,,,
1413,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,28.0,1997,27,21,1904,21.2,3,8,11,3,0,0,8,0,0.52,17,8,47.1,0.80,0.38,0.18,0.38,0,0,38,22,17,8,8,0,0,26,0,,,,,,,,,,,,,,
1414,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,34.0,1991,30,29,2611,29.0,0,2,2,0,0,0,4,0,0.07,8,1,12.5,0.28,0.03,0.00,0.00,0,0,98,25,25,21,4,0,0,15,0,,,,,,,,,,,,,,
1415,Ugo Lamare,fr FRA,FW,Marseille,fr Ligue 1,18.0,2007,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,1,0,0.0,5.63,0.00,0.00,,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
1416,Senne Lammens,be BEL,GK,Manchester Utd,eng Premier League,23.0,2002,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,3,0,0,0,0,0,37,1.28,104,70,68.3,16,9,4,6,20.7,4,4,0,0
